isla,lobera,codigo,latitud,longitud,tipologia,importancia,year,macho,hembra,adultos,agua,juveniles,cachorros_tierra,cachorros_agua,desconocido,total,total_adultos,total_cachorros,autor,status
Santa Clara,Costa cerro alto,SC1,6268086.20,691681.69,No reproductiva ,No clave,2018,,,2604,1040,,1440,92,,5176,3644,1532,CONAF,Completo
Santa Clara,Costa cerro alto,SC1,6268086.20,691681.69,No reproductiva ,No clave,2020,,,4438,727,,2301,237,,7703,5165,2538,CONAF,Completo
Santa Clara,Costa cerro alto,SC1,6268086.20,691681.69,No reproductiva ,No clave,2021,,,4438,1287,,1982,,,7707,5725,1982,CONAF,Completo
Santa Clara,El weste ,SC2,6269321.30,690300.05,Reproductiva,Clave,1969,,,4,,,,,,4,4,0,Aguayo - Maturana -Torres 1971,Parcial
Santa Clara,El weste ,SC2,6269321.30,690300.05,Reproductiva,Clave,1984,1,5,,,70,5,,0,81,76,5,Cardenas J.,Completo
Santa Clara,El weste ,SC2,6269321.30,690300.05,Reproductiva,Clave,1993,,,72,,,0,,,72,72,0,CONAF,Completo
Santa Clara,El weste ,SC2,6269321.30,690300.05,Reproductiva,Clave,1997,,,172,,,61,,,233,172,61,CONAF,Completo
Santa Clara,El weste ,SC2,6269321.30,690300.05,Reproductiva,Clave,2003,,,1828,257,,21,,,2106,2085,21,Osman,Completo
Santa Clara,El weste ,SC2,6269321.30,690300.05,Reproductiva,Clave,2005,476,337,,254,305,83,0,50,1505,1422,83,Osman ,Completo
Santa Clara,El weste ,SC2,6269321.30,690300.05,Reproductiva,Clave,2006,,,1175,141,,366,,,1682,1316,366,CONAF,Completo
Santa Clara,El weste ,SC2,6269321.30,690300.05,Reproductiva,Clave,2008,,,1915,101,,99,,,2115,2016,99,CONAF,Completo
Santa Clara,El weste ,SC2,6269321.30,690300.05,Reproductiva,Clave,2009,,,2479,552,,6,,,3037,3031,6,CONAF,Completo
Santa Clara,El weste ,SC2,6269321.30,690300.05,Reproductiva,Clave,2012,,,3139,113,,35,,,3287,3252,35,CONAF,Completo
Santa Clara,El weste ,SC2,6269321.30,690300.05,Reproductiva,Clave,2017,,,5937,578,,122,,,6637,6515,122,CONAF,Completo
Santa Clara,El weste ,SC2,6269321.30,690300.05,Reproductiva,Clave,2018,,,2165,255,,2029,112,,4561,2420,2141,CONAF,Completo
Santa Clara,El weste ,SC2,6269321.30,690300.05,Reproductiva,Clave,2020,,,3692,324,,540,30,,4586,4016,570,CONAF,Completo
Santa Clara,El weste ,SC2,6269321.30,690300.05,Reproductiva,Clave,2021,,,1633,241,,142,,,2016,1874,142,CONAF,Completo
Santa Clara,Entre bahias ,SC3,6269134.00,690832.93 ,No reproductiva ,No clave,1984,0,0,0,0,0,0,0,0,0,0,0,,Completo
Santa Clara,Entre bahias ,SC3,6269134.01,690832.93 ,No reproductiva ,No clave,1993,0,0,0,0,0,0,0,0,0,0,0,,Completo
Santa Clara,Entre bahias ,SC3,6269134.03,690832.93 ,No reproductiva ,No clave,1997,0,0,0,0,0,0,0,0,0,0,0,,Completo
Santa Clara,Entre bahias ,SC3,6269134.06,690832.93 ,No reproductiva ,No clave,2003,,,645,,,105,,,750,645,105,Osman,Completo
Santa Clara,Entre bahias ,SC3,6269134.07,690832.93 ,No reproductiva ,No clave,2005,0,0,0,0,0,0,0,0,0,0,0,,Completo
Santa Clara,Entre bahias ,SC3,6269134.08,690832.93 ,No reproductiva ,No clave,2006,0,0,0,0,0,0,0,0,0,0,0,,Completo
Santa Clara,Entre bahias ,SC3,6269134.09,690832.93 ,No reproductiva ,No clave,2008,0,0,0,0,0,0,0,0,0,0,0,,Completo
Santa Clara,Entre bahias ,SC3,6269134.10,690832.93 ,No reproductiva ,No clave,2009,0,0,0,0,0,0,0,0,0,0,0,,Completo
Santa Clara,Entre bahias ,SC3,6269134.11,690832.93 ,No reproductiva ,No clave,2012,0,0,0,0,0,0,0,0,0,0,0,,Completo
Santa Clara,Entre bahias ,SC3,6269134.12,690832.93 ,No reproductiva ,No clave,2017,0,0,0,0,0,0,0,0,0,0,0,,Completo
Santa Clara,Entre bahias ,SC3,6269134.13,690832.93 ,No reproductiva ,No clave,2018,0,0,0,0,0,0,0,0,0,0,0,,Completo
Santa Clara,Entre bahias ,SC3,6269134.14,690832.93 ,No reproductiva ,No clave,2020,0,0,0,0,0,0,0,0,0,0,0,,Completo
Santa Clara,Entre bahias ,SC3,6269134.15,690832.93 ,No reproductiva ,No clave,2021,0,0,0,0,0,0,0,0,0,0,0,,Completo
Santa Clara,La matriz ,SC4,6269059.22 ,690128.04,Reproductiva,Clave,1984,0,0,,,12,0,,0,12,12,0,Cardenas J.,Completo
Santa Clara,La matriz ,SC4,6269059.22 ,690128.04,Reproductiva,Clave,1993,,,350,,,19,,,369,350,19,CONAF,Completo
Santa Clara,La matriz ,SC4,6269059.22 ,690128.04,Reproductiva,Clave,1997,,,145,,,326,,,471,145,326,CONAF,Completo
Santa Clara,La matriz ,SC4,6269059.22 ,690128.04,Reproductiva,Clave,2003,,,359,161,,402,,,922,520,402,Osman,Completo
Santa Clara,La matriz ,SC4,6269059.22 ,690128.04,Reproductiva,Clave,2005,251,297,,134,888,371,0,58,1999,1628,371,Osman ,Completo
Santa Clara,La matriz ,SC4,6269059.22 ,690128.04,Reproductiva,Clave,2006,,,735,106,,450,,,1291,841,450,CONAF,Completo
Santa Clara,La matriz ,SC4,6269059.22 ,690128.04,Reproductiva,Clave,2008,,,1053,81,,481,,,1615,1134,481,CONAF,Completo
Santa Clara,La matriz ,SC4,6269059.22 ,690128.04,Reproductiva,Clave,2009,,,650,11,,519,,,1180,661,519,CONAF,Completo
Santa Clara,La matriz ,SC4,6269059.22 ,690128.04,Reproductiva,Clave,2012,,,1210,155,,907,,,2272,1365,907,CONAF,Completo
Santa Clara,La matriz ,SC4,6269059.22,690128.04,Reproductiva,Clave,2017,,,1925,254,,1212,,,3391,2179,1212,CONAF,Completo
Santa Clara,La matriz ,SC4,6269059.22,690128.04,Reproductiva,Clave,2018,,,711,65,,571,7,,1354,776,578,CONAF,Completo
Santa Clara,La matriz ,SC4,6269059.22,690128.04,Reproductiva,Clave,2020,,,911,235,,936,52,,2134,1146,988,CONAF,Completo
Santa Clara,La matriz ,SC4,6269059.22,690128.04,Reproductiva,Clave,2021,,,384,220,,296,,,900,604,296,CONAF,Completo
Santa Clara,Los alelices ,SC5,6268612.24 ,690812.58,Reproductiva,Clave,1984,1,1,,,13,0,,0,15,15,0,Cardenas J.,Completo
Santa Clara,Los alelices ,SC5,6268612.24 ,690812.58,Reproductiva,Clave,1993,,,25,,,0,,,25,25,0,CONAF,Completo
Santa Clara,Los alelices ,SC5,6268612.24 ,690812.58,Reproductiva,Clave,1997,,,1422,,,397,,,1819,1422,397,CONAF,Completo
Santa Clara,Los alelices ,SC5,6268612.24 ,690812.58,Reproductiva,Clave,2003,,,1303, ,,649,,,1952,1303,649,Osman,Completo
Santa Clara,Los alelices ,SC5,6268612.24 ,690812.58,Reproductiva,Clave,2005,815,945,,208,289,871,0,8,3136,2265,871,Osman ,Completo
Santa Clara,Los alelices ,SC5,6268612.24 ,690812.58,Reproductiva,Clave,2006,,,3049,169,,1480,,,4698,3218,1480,CONAF,Completo
Santa Clara,Los alelices ,SC5,6268612.24 ,690812.58,Reproductiva,Clave,2008,,,205,65,,33,,,303,270,33,CONAF,Completo
Santa Clara,Los alelices ,SC5,6268612.24 ,690812.58,Reproductiva,Clave,2009,,,1623,33,,323,,,1979,1656,323,CONAF,Completo
Santa Clara,Los alelices ,SC5,6268612.24 ,690812.58,Reproductiva,Clave,2012,,,2085,137,,1129,,,3351,2222,1129,CONAF,Completo
Santa Clara,Los alelices ,SC5,6268612.24,690812.58,Reproductiva,Clave,2017,,,4428,656,,311,,,5395,5084,311,CONAF,Completo
Santa Clara,Los alelices ,SC5,6268612.24,690812.58,Reproductiva,Clave,2018,,,1234,507,,800,162,,2703,1741,962,CONAF,Completo
Santa Clara,Los alelices ,SC5,6268612.24,690812.58,Reproductiva,Clave,2020,,,4316,481,,1040,51,,5888,4797,1091,CONAF,Completo
Santa Clara,Los alelices ,SC5,6268612.24,690812.58,Reproductiva,Clave,2021,,,864,99,,287,,,1250,963,287,CONAF,Completo
Santa Clara,Mancha blanca ,SC6,6269477.15,689683.67,No reproductiva ,No clave,1984,0,0,,,3,0,,0,3,3,0,Cardenas J.,Completo
Santa Clara,Mancha blanca ,SC6,6269477.15,689683.67,No reproductiva ,No clave,1993,0,0,0,0,0,0,0,0,0,0,0,,Completo
Santa Clara,Mancha blanca ,SC6,6269477.15,689683.67,No reproductiva ,No clave,1997,0,0,0,0,0,0,0,0,0,0,0,,Completo
Santa Clara,Mancha blanca ,SC6,6269477.15,689683.67,No reproductiva ,No clave,2003,0,0,0,0,0,0,0,0,0,0,0,,Completo
Santa Clara,Mancha blanca ,SC6,6269477.15,689683.67,No reproductiva ,No clave,2005,0,0,0,0,0,0,0,0,0,0,0,,Completo
Santa Clara,Mancha blanca ,SC6,6269477.15,689683.67,No reproductiva ,No clave,2006,0,0,0,0,0,0,0,0,0,0,0,,Completo
Santa Clara,Mancha blanca ,SC6,6269477.15,689683.67,No reproductiva ,No clave,2008,0,0,0,0,0,0,0,0,0,0,0,,Completo
Santa Clara,Mancha blanca ,SC6,6269477.15,689683.67,No reproductiva ,No clave,2009,0,0,0,0,0,0,0,0,0,0,0,,Completo
Santa Clara,Mancha blanca ,SC6,6269477.15,689683.67,No reproductiva ,No clave,2012,,,87,93,,3,,,183,180,3,CONAF,Completo
Santa Clara,Mancha blanca ,SC6,6269477.15,689683.67,No reproductiva ,No clave,2017,,,438,0,,0,,,438,438,0,CONAF,Completo
Santa Clara,Mancha blanca ,SC6,6269477.15,689683.67,No reproductiva ,No clave,2018,,,28,10,,2,3,,43,38,5,CONAF,Completo
Santa Clara,Mancha blanca ,SC6,6269477.15,689683.67,No reproductiva ,No clave,2020,,,178,61,,71,10,,320,239,81,CONAF,Completo
Santa Clara,Mancha blanca ,SC6,6269477.15,689683.67,No reproductiva ,No clave,2021,,,308,72,,,,,380,380,0,CONAF,Completo
Santa Clara,nan,nan,nan,nan,nan,nan,1965,,,8,,,,,,8,8,0,Torres 1987,Parcial
Santa Clara,nan,nan,nan,nan,nan,nan,1978,,,84,,,,,,84,84,0,Torres 1987,Completo
Santa Clara,nan,nan,nan,nan,nan,nan,1983,,,497,,,,,,497,497,0,Cardenas - Luna ,Completo
Santa Clara,nan,nan,nan,nan,nan,nan,1996,,,1134,,,396,,,1530,1134,396,CONAF,Completo
Santa Clara,nan,nan,nan,nan,nan,nan,1998,,,1135,290,898,575,,,2898,2323,575,CONAF,Completo
Santa Clara,nan,nan,nan,nan,nan,nan,1999,,,4168,252,,1065,,,5485,4420,1065,CONAF,Completo
Santa Clara,nan,nan,nan,nan,nan,nan,2001,,,3421,185,,508,,,4114,3606,508,CONAF,Completo
Santa Clara,nan,nan,nan,nan,nan,nan,2002,,,,2212,,,,,2212,2212,0,CONAF,Completo
Alejandro Selkirk,nan,nan,nan,nan,nan,nan,1965,,,200,,,,,,200,200,0,Aguayo - Maturana -Torres 1971 / Torres ,Parcial
Alejandro Selkirk,nan,nan,nan,nan,nan,nan,1974,,,130,,,,,,130,130,0,Schovholz - Mann,Parcial
Alejandro Selkirk,nan,nan,nan,nan,nan,nan,1978,,,1820,,,,,,1820,1820,0,Torres 1987,Completo
Alejandro Selkirk,nan,nan,nan,nan,nan,nan,1982,,,3480,,,,,,3480,3480,0,Torres 1987,Completo
Alejandro Selkirk,nan,nan,nan,nan,nan,nan,1983,,,4544,,,,,,4544,4544,0,Cardenas - Luna ,Completo
Alejandro Selkirk,nan,nan,nan,nan,nan,nan,2012,,,80000,,,,,,80000,80000,0,CONAF,Parcial
Alejandro Selkirk,El guaton ,AS1,6262105.89,517117.30,Reproductiva,No clave,1968,,,220,,,,,,220,220,0,Aguayo - Maturana -Torres 1971,Completo
Alejandro Selkirk,El guaton ,AS1,6262105.89,517117.30,Reproductiva,No clave,1969,,,360,,,,,,360,360,0,Aguayo - Maturana -Torres 1971,Completo
Alejandro Selkirk,El guaton ,AS1,6262105.89,517117.30,Reproductiva,No clave,1984,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,El guaton ,AS1,6262105.89,517117.30,Reproductiva,No clave,2003,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,El guaton ,AS1,6262105.89,517117.30,Reproductiva,No clave,2005,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,El guaton ,AS1,6262105.89,517117.30,Reproductiva,No clave,2006,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,El guaton ,AS1,6262105.89,517117.30,Reproductiva,No clave,2007,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,El guaton ,AS1,6262105.89,517117.30,Reproductiva,No clave,2008,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,El guaton ,AS1,6262105.89,517117.30,Reproductiva,No clave,2009,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,El guaton ,AS1,6262105.89,517117.30,Reproductiva,No clave,2010,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,El tongo ,AS2,6259712.12 ,518235.52,Reproductiva,Clave,1968,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,El tongo ,AS2,6259712.12 ,518235.52,Reproductiva,Clave,1969,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,El tongo ,AS2,6259712.12 ,518235.52,Reproductiva,Clave,1984,,,130,,,125,,,255,130,125,Cardenas J.,Completo
Alejandro Selkirk,El tongo ,AS2,6259712.12 ,518235.52,Reproductiva,Clave,2003,,,767,,,1633,,,2400,767,1633,Osman,Completo
Alejandro Selkirk,El tongo ,AS2,6259712.12 ,518235.52,Reproductiva,Clave,2004,93,798,,,,1737,,,2628,891,1737,Osman,Parcial
Alejandro Selkirk,El tongo ,AS2,6259712.12 ,518235.52,Reproductiva,Clave,2005,274,844,,0,26,1810,0,0,2954,1144,1810,Osman ,Completo
Alejandro Selkirk,El tongo ,AS2,6259712.12 ,518235.52,Reproductiva,Clave,2006,,,5000,400,,1700,,,7100,5400,1700,CONAF,Completo
Alejandro Selkirk,El tongo ,AS2,6259712.12 ,518235.52,Reproductiva,Clave,2007,,,5100,850,,2150,80,,8180,5950,2230,CONAF,Completo
Alejandro Selkirk,El tongo ,AS2,6259712.12 ,518235.52,Reproductiva,Clave,2008,0,0,,312,,2359,,,2671,312,2359,CONAF,Completo
Alejandro Selkirk,El tongo ,AS2,6259712.12 ,518235.52,Reproductiva,Clave,2009,,,4040,30,,4671,,,8741,4070,4671,CONAF,Completo
Alejandro Selkirk,El tongo ,AS2,6259712.12 ,518235.52,Reproductiva,Clave,2010,,,11359,1525,,6879,,,19763,12884,6879,CONAF,Completo
Alejandro Selkirk,La dama,AS3,6262341.93,522482.54,No reproductiva ,No clave,1968,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,La dama,AS3,6262341.93,522482.54,No reproductiva ,No clave,1969,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,La dama,AS3,6262341.93,522482.54,No reproductiva ,No clave,1984,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,La dama,AS3,6262341.94,522482.55,No reproductiva ,No clave,2003,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,La dama,AS3,6262341.95,522482.56,No reproductiva ,No clave,2005,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,La dama,AS3,6262341.96,522482.57,No reproductiva ,No clave,2006,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,La dama,AS3,6262341.97,522482.58,No reproductiva ,No clave,2007,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,La dama,AS3,6262341.98,522482.59,No reproductiva ,No clave,2008,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,La dama,AS3,6262341.99,522482.60,No reproductiva ,No clave,2009,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,La dama,AS3,6262341100,522482.61,No reproductiva ,No clave,2010,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,La ventana ,AS4,6260672.09,516491.38,No reproductiva ,No clave,1968,,,12,,,,,,12,12,0,Aguayo - Maturana -Torres 1971,Completo
Alejandro Selkirk,La ventana ,AS4,6260672.10,516491.39,No reproductiva ,No clave,1969,,,140,,,,,,140,140,0,Aguayo - Maturana -Torres 1971,Completo
Alejandro Selkirk,La ventana ,AS4,6260672.11,516491.40,No reproductiva ,No clave,1984,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,La ventana ,AS4,6260672.12,516491.41,No reproductiva ,No clave,2003,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,La ventana ,AS4,6260672.13,516491.42,No reproductiva ,No clave,2005,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,La ventana ,AS4,6260672.14,516491.43,No reproductiva ,No clave,2006,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,La ventana ,AS4,6260672.15,516491.44,No reproductiva ,No clave,2007,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,La ventana ,AS4,6260672.16,516491.45,No reproductiva ,No clave,2008,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,La ventana ,AS4,6260672.17,516491.46,No reproductiva ,No clave,2009,,,350,0,,0,,,350,350,0,CONAF,Parcial
Alejandro Selkirk,La ventana ,AS4,6260672.18,516491.47,No reproductiva ,No clave,2010,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Loberia ,AS5,6259056.65,518747.72 ,Reproductiva,Clave,1968,,,35,,,,,,35,35,0,Aguayo - Maturana -Torres 1971,Completo
Alejandro Selkirk,Loberia ,AS5,6259056.65,518747.72 ,Reproductiva,Clave,1969,,,10,,,,,,10,10,0,Aguayo - Maturana -Torres 1971,Completo
Alejandro Selkirk,Loberia ,AS5,6259056.65,518747.72 ,Reproductiva,Clave,1984,,,1900,,,870,,,2770,1900,870,Cardenas J.,Completo
Alejandro Selkirk,Loberia ,AS5,6259056.65,518747.72 ,Reproductiva,Clave,2003,,,8353,,,3211,,,11564,8353,3211,Osman,Completo
Alejandro Selkirk,Loberia ,AS5,6259056.65,518747.72 ,Reproductiva,Clave,2005,1037,1974,,0,395,4145,0,2664,10215,6070,4145,Osman ,Completo
Alejandro Selkirk,Loberia ,AS5,6259056.65,518747.72 ,Reproductiva,Clave,2006,,,12600,700,,7500,,,20800,13300,7500,CONAF,Completo
Alejandro Selkirk,Loberia ,AS5,6259056.65,518747.72 ,Reproductiva,Clave,2007,,,15734,3770,,7820,990,,28314,19504,8810,CONAF,Completo
Alejandro Selkirk,Loberia ,AS5,6259056.65,518747.72 ,Reproductiva,Clave,2008,,,9943,4890,,10345,,,25178,14833,10345,CONAF,Completo
Alejandro Selkirk,Loberia ,AS5,6259056.65,518747.72,Reproductiva,Clave,2009,,,23930,3279,,16695,,,43904,27209,16695,CONAF,Completo
Alejandro Selkirk,Loberia ,AS5,6259056.65,518747.72,Reproductiva,Clave,2010,,,24159,1656,,16331,,,42146,25815,16331,CONAF,Completo
Alejandro Selkirk,Loberia sur ,AS6,6258495.00,519594.00,No reproductiva ,Clave,1968,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Loberia sur ,AS6,6258495.00,519594.00,No reproductiva ,Clave,1969,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Loberia sur ,AS6,6258495.00,519594.00,No reproductiva ,Clave,1984,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Loberia sur ,AS6,6258495.01,519594.01,No reproductiva ,Clave,2003,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Loberia sur ,AS6,6258495.02,519594.02,No reproductiva ,Clave,2005,389,783,,0,111,986,0,487,2756,1770,986,Osman,Completo
Alejandro Selkirk,Loberia sur ,AS6,6258495.03,519594.03,No reproductiva ,Clave,2006,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Loberia sur ,AS6,6258495.04,519594.04,No reproductiva ,Clave,2007,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Loberia sur ,AS6,6258495.05,519594.05,No reproductiva ,Clave,2008,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Loberia sur ,AS6,6258495.06,519594.06,No reproductiva ,Clave,2009,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Loberia sur ,AS6,6258495.07,519594.07,No reproductiva ,Clave,2010,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Piedra del lobo ,AS7,6263656.72 ,522676.04,No reproductiva ,No clave,1968,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Piedra del lobo ,AS7,6263656.72 ,522676.04,No reproductiva ,No clave,1969,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Piedra del lobo ,AS7,6263656.72 ,522676.04,No reproductiva ,No clave,1984,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Piedra del lobo ,AS7,6263656.73,522676.05,No reproductiva ,No clave,2003,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Piedra del lobo ,AS7,6263656.74,522676.06,No reproductiva ,No clave,2005,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Piedra del lobo ,AS7,6263656.75,522676.07,No reproductiva ,No clave,2006,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Piedra del lobo ,AS7,6263656.76,522676.08,No reproductiva ,No clave,2007,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Piedra del lobo ,AS7,6263656.77,522676.09,No reproductiva ,No clave,2008,16,4,,8,,0,,,28,28,0,CONAF,Completo
Alejandro Selkirk,Piedra del lobo ,AS7,6263656.78,522676.10,No reproductiva ,No clave,2009,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Piedra del lobo ,AS7,6263656.79,522676.11,No reproductiva ,No clave,2010,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Playa ancha ,AS8,6261849.31,522653.31,No reproductiva ,No clave,1968,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Playa ancha ,AS8,6261849.31,522653.31,No reproductiva ,No clave,1969,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Playa ancha ,AS8,6261849.31,522653.31,No reproductiva ,No clave,1984,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Playa ancha ,AS8,6261849.32,522653.32,No reproductiva ,No clave,2003,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Playa ancha ,AS8,6261849.33,522653.33,No reproductiva ,No clave,2005,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Playa ancha ,AS8,6261849.34,522653.34,No reproductiva ,No clave,2006,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Playa ancha ,AS8,6261849.35,522653.35,No reproductiva ,No clave,2007,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Playa ancha ,AS8,6261849.36,522653.36,No reproductiva ,No clave,2008,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Playa ancha ,AS8,6261849.37,522653.37,No reproductiva ,No clave,2009,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Playa ancha ,AS8,6261849.38,522653.38,No reproductiva ,No clave,2010,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Playa larga ,AS9,6260517.85,517771.30 ,No reproductiva ,No clave,1968,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Playa larga ,AS9,6260517.85,517771.30 ,No reproductiva ,No clave,1969,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Playa larga ,AS9,6260517.85,517771.30 ,No reproductiva ,No clave,1984,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Playa larga ,AS9,6260517.85,517771.30 ,No reproductiva ,No clave,2003,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Playa larga ,AS9,6260517.85,517771.30 ,No reproductiva ,No clave,2005,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Playa larga ,AS9,6260517.85,517771.30 ,No reproductiva ,No clave,2006,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Playa larga ,AS9,6260517.85,517771.30 ,No reproductiva ,No clave,2007,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Playa larga ,AS9,6260517.85,517771.30 ,No reproductiva ,No clave,2008,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Playa larga ,AS9,6260517.85,517771.30 ,No reproductiva ,No clave,2009,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Playa larga ,AS9,6260517.85,517771.30 ,No reproductiva ,No clave,2010,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Porras ,AS10,6258464.66,519927.32,No reproductiva ,No clave,1968,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Porras ,AS10,6258464.66,519927.32,No reproductiva ,No clave,1969,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Porras ,AS10,6258464.66,519927.32,No reproductiva ,No clave,1984,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Porras ,AS10,6258464.67,519927.33,No reproductiva ,No clave,2003,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Porras ,AS10,6258464.68,519927.34,No reproductiva ,No clave,2005,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Porras ,AS10,6258464.69,519927.35,No reproductiva ,No clave,2006,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Porras ,AS10,6258464.70,519927.36,No reproductiva ,No clave,2007,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Porras ,AS10,6258464.71,519927.37,No reproductiva ,No clave,2008,263,8,,289,,0,,,560,560,0,CONAF,Completo
Alejandro Selkirk,Porras ,AS10,6258464.72,519927.38,No reproductiva ,No clave,2009,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Porras ,AS10,6258464.73,519927.39,No reproductiva ,No clave,2010,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Varadero ,AS11,6261114.67,522386.10,No reproductiva ,No clave,1968,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Varadero ,AS11,6261114.67,522386.10,No reproductiva ,No clave,1969,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Varadero ,AS11,6261114.67,522386.10,No reproductiva ,No clave,1984,0,0,0,0,0,0,0,0,0,0,0,,Completo
Alejandro Selkirk,Varadero ,AS11,6261114.68,522386.11,No reproductiva ,No clave,2003,0,0,0,0,0,0,0,0,0,0,0,,Completo
